datetime,temp_c,humidity,wind_speed,energy_mw
2002-01-02 18:00:00,7.5,61.5,10.16,39532.0
2002-01-02 19:00:00,3.65,62.7,8.8,40002.0
2002-01-02 20:00:00,4.93,70.9,2.74,39484.0
2002-01-02 21:00:00,3.61,57.2,3.28,38693.0
2002-01-02 22:00:00,2.82,68.1,4.42,37016.0
2002-01-02 23:00:00,3.49,60.9,0.43,34332.0
2002-01-03 00:00:00,1.09,74.8,5.32,31451.0
2002-01-03 01:00:00,1.6,69.3,6.86,29414.0
2002-01-03 02:00:00,-0.33,70.9,5.78,28537.0
2002-01-03 03:00:00,0.08,60.7,1.95,28118.0
2002-01-03 04:00:00,1.08,80.1,12.86,28106.0
2002-01-03 05:00:00,-3.75,72.7,3.09,28650.0
2002-01-03 06:00:00,-0.27,69.8,9.7,30687.0
2002-01-03 07:00:00,0.19,58.2,1.72,34696.0
2002-01-03 08:00:00,0.73,81.4,11.65,37196.0
2002-01-03 09:00:00,2.67,67.5,9.44,37436.0
2002-01-03 10:00:00,8.13,62.9,4.88,37323.0
2002-01-03 11:00:00,3.2,82.0,7.6,37198.0
2002-01-03 12:00:00,8.61,58.4,11.65,36548.0
2002-01-03 13:00:00,2.62,70.4,1.69,36024.0
2002-01-03 14:00:00,6.39,74.4,4.38,35186.0
2002-01-03 15:00:00,7.77,67.0,1.8,34478.0
2002-01-03 16:00:00,8.69,64.9,4.1,34497.0
2002-01-03 17:00:00,8.6,68.6,3.64,35807.0
2002-01-03 18:00:00,8.17,68.9,7.05,39261.0
2002-01-03 19:00:00,4.49,66.8,1.38,39662.0
2002-01-03 20:00:00,3.24,74.1,9.2,39177.0
2002-01-03 21:00:00,5.51,75.6,6.9,38328.0
2002-01-03 22:00:00,1.85,68.5,1.17,36636.0
2002-01-03 23:00:00,-1.83,79.4,3.14,33869.0
2002-01-04 00:00:00,-2.25,91.2,12.1,31038.0
2002-01-04 01:00:00,-2.35,80.7,4.76,29338.0
2002-01-04 02:00:00,0.79,71.0,9.55,28421.0
2002-01-04 03:00:00,-0.23,64.6,0.34,28145.0
2002-01-04 04:00:00,1.28,67.2,4.12,28122.0
2002-01-04 05:00:00,-1.12,66.6,3.29,28637.0
2002-01-04 06:00:00,0.98,68.3,2.69,30540.0
2002-01-04 07:00:00,2.98,80.1,6.58,34579.0
2002-01-04 08:00:00,1.61,80.7,6.68,36958.0
2002-01-04 09:00:00,4.56,83.5,4.69,36721.0
2002-01-04 10:00:00,2.79,63.7,3.08,36318.0
2002-01-04 11:00:00,4.51,67.1,2.25,35809.0
2002-01-04 12:00:00,5.29,54.1,9.41,35333.0
2002-01-04 13:00:00,3.89,76.9,4.2,34639.0
2002-01-04 14:00:00,8.5,79.9,7.0,34237.0
2002-01-04 15:00:00,6.24,58.9,6.5,33577.0
2002-01-04 16:00:00,7.31,82.8,2.59,33352.0
2002-01-04 17:00:00,8.08,68.0,3.32,34563.0
2002-01-04 18:00:00,7.36,72.9,9.63,37710.0
2002-01-04 19:00:00,7.08,57.3,1.92,38263.0
2002-01-04 20:00:00,4.2,73.9,0.51,37539.0
2002-01-04 21:00:00,2.36,80.2,0.21,36762.0
2002-01-04 22:00:00,2.18,64.8,5.43,35368.0
2002-01-04 23:00:00,-2.8,78.0,6.15,33202.0
2002-01-05 00:00:00,-2.98,77.0,1.06,30924.0
2002-01-05 01:00:00,-3.3,75.2,3.64,28635.0
2002-01-05 02:00:00,-2.89,85.8,7.78,27501.0
2002-01-05 03:00:00,0.47,71.9,4.92,27034.0
2002-01-05 04:00:00,-2.66,80.8,11.86,26669.0
2002-01-05 05:00:00,-0.94,81.8,0.3,26822.0
2002-01-05 06:00:00,3.89,54.5,5.35,27399.0
2002-01-05 07:00:00,0.58,71.3,11.79,28557.0
2002-01-05 08:00:00,4.28,64.4,1.8,29709.0
2002-01-05 09:00:00,1.14,68.2,6.38,31241.0
2002-01-05 10:00:00,3.99,63.4,8.01,32375.0
2002-01-05 11:00:00,3.09,65.8,4.28,32490.0
2002-01-05 12:00:00,5.45,53.2,5.05,31933.0
2002-01-05 13:00:00,9.03,59.9,8.22,31099.0
2002-01-05 14:00:00,3.01,60.5,2.1,30399.0
2002-01-05 15:00:00,8.56,59.0,2.81,29551.0
2002-01-05 16:00:00,7.93,71.4,12.49,29299.0
2002-01-05 17:00:00,5.45,78.2,7.19,30729.0
2002-01-05 18:00:00,2.68,73.5,5.94,33846.0
2002-01-05 19:00:00,5.65,71.5,16.91,34092.0
2002-01-05 20:00:00,3.18,63.0,15.35,33684.0
2002-01-05 21:00:00,4.05,62.6,5.59,33033.0
2002-01-05 22:00:00,2.49,69.7,2.18,32022.0
2002-01-05 23:00:00,5.47,67.3,2.8,30680.0
2002-01-06 00:00:00,0.1,76.8,3.88,29011.0
2002-01-06 01:00:00,-2.49,77.6,10.87,27100.0
2002-01-06 02:00:00,0.11,75.3,1.92,26097.0
2002-01-06 03:00:00,0.08,86.8,13.31,25793.0
2002-01-06 04:00:00,3.06,69.7,1.14,25657.0
2002-01-06 05:00:00,2.15,75.6,2.49,25778.0
2002-01-06 06:00:00,1.59,83.2,2.62,26396.0
2002-01-06 07:00:00,5.19,70.2,2.69,27143.0
2002-01-06 08:00:00,-0.48,71.3,5.66,28059.0
2002-01-06 09:00:00,1.93,61.2,4.69,29379.0
2002-01-06 10:00:00,2.25,60.4,3.95,30744.0
2002-01-06 11:00:00,4.55,74.8,1.1,31051.0
2002-01-06 12:00:00,2.91,71.6,1.63,31040.0
2002-01-06 13:00:00,8.58,71.5,4.19,31139.0
2002-01-06 14:00:00,6.84,65.2,7.42,31233.0
2002-01-06 15:00:00,3.85,63.6,6.24,31375.0
2002-01-06 16:00:00,4.85,59.8,9.53,32003.0
2002-01-06 17:00:00,7.78,67.5,4.35,33899.0
2002-01-06 18:00:00,8.45,61.3,5.57,35900.0
2002-01-06 19:00:00,10.52,59.3,16.86,35971.0
2002-01-06 20:00:00,11.85,78.6,14.19,35306.0
2002-01-06 21:00:00,4.56,78.2,13.43,34315.0
2002-01-06 22:00:00,0.02,68.0,3.11,32731.0
2002-01-06 23:00:00,-3.8,83.4,5.65,30646.0
2002-01-07 00:00:00,1.43,67.2,13.35,28337.0
2002-01-07 01:00:00,-1.91,79.8,5.36,26862.0
2002-01-07 02:00:00,-1.31,79.4,4.62,25976.0
2002-01-07 03:00:00,-1.94,55.5,7.0,25641.0
2002-01-07 04:00:00,-0.63,71.3,2.86,25666.0
2002-01-07 05:00:00,2.79,71.7,9.11,26328.0
2002-01-07 06:00:00,1.15,66.6,3.7,28267.0
2002-01-07 07:00:00,1.19,67.6,5.87,31938.0
2002-01-07 08:00:00,-0.03,70.3,9.28,34678.0
2002-01-07 09:00:00,-0.6,70.8,6.5,35349.0
2002-01-07 10:00:00,3.41,61.2,10.66,35542.0
2002-01-07 11:00:00,5.46,66.2,0.6,35857.0
2002-01-07 12:00:00,10.84,55.3,5.09,35787.0
2002-01-07 13:00:00,7.38,68.4,1.46,35790.0
2002-01-07 14:00:00,9.91,53.5,3.46,35594.0
2002-01-07 15:00:00,6.34,56.9,7.48,35527.0
2002-01-07 16:00:00,4.49,81.4,2.16,35489.0
2002-01-07 17:00:00,4.64,78.6,12.07,36530.0
2002-01-07 18:00:00,4.61,79.0,2.99,39140.0
2002-01-07 19:00:00,10.91,67.2,0.48,39581.0
2002-01-07 20:00:00,2.57,76.0,18.69,38780.0
2002-01-07 21:00:00,5.69,87.9,0.79,37777.0
2002-01-07 22:00:00,0.3,56.7,25.58,35997.0
2002-01-07 23:00:00,3.92,72.6,7.38,33579.0
2002-01-08 00:00:00,1.79,82.3,13.83,31187.0
2002-01-08 01:00:00,-0.2,63.3,4.97,29445.0
2002-01-08 02:00:00,-0.31,69.0,8.69,28670.0
2002-01-08 03:00:00,-1.98,66.0,3.43,28375.0
2002-01-08 04:00:00,0.91,62.3,19.41,28542.0
2002-01-08 05:00:00,-0.95,59.1,4.67,29261.0
2002-01-08 06:00:00,-2.24,76.5,3.81,31348.0
2002-01-08 07:00:00,-1.54,81.6,11.25,35335.0
2002-01-08 08:00:00,3.05,72.7,2.09,37841.0
2002-01-08 09:00:00,7.6,63.6,7.12,37417.0
2002-01-08 10:00:00,5.09,67.9,5.96,36824.0
2002-01-08 11:00:00,5.36,66.7,1.69,36504.0
2002-01-08 12:00:00,7.2,77.9,11.31,35741.0
2002-01-08 13:00:00,10.39,60.2,9.44,35158.0
2002-01-08 14:00:00,8.07,71.7,13.16,34591.0
2002-01-08 15:00:00,6.63,95.0,8.75,34078.0
2002-01-08 16:00:00,10.29,65.2,11.15,34006.0
2002-01-08 17:00:00,8.19,52.6,6.24,35270.0
2002-01-08 18:00:00,10.32,83.1,4.78,38779.0
2002-01-08 19:00:00,6.11,58.2,2.04,39450.0
2002-01-08 20:00:00,1.63,79.6,7.8,38898.0
2002-01-08 21:00:00,0.24,78.7,11.25,38178.0
2002-01-08 22:00:00,6.75,63.7,1.86,36282.0
2002-01-08 23:00:00,5.97,59.4,3.03,33530.0
2002-01-09 00:00:00,0.45,84.0,7.0,30943.0
2002-01-09 01:00:00,-0.7,70.7,6.44,29082.0
2002-01-09 02:00:00,3.52,58.5,4.01,28154.0
2002-01-09 03:00:00,-3.04,82.0,4.23,27829.0
2002-01-09 04:00:00,-2.38,77.9,0.67,27759.0
2002-01-09 05:00:00,1.87,56.5,7.22,28308.0
2002-01-09 06:00:00,-0.09,79.3,1.29,30169.0
2002-01-09 07:00:00,1.71,72.8,3.47,34261.0
2002-01-09 08:00:00,2.28,76.7,7.38,36714.0
2002-01-09 09:00:00,4.57,87.9,6.09,36494.0
2002-01-09 10:00:00,8.28,57.4,1.54,36417.0
2002-01-09 11:00:00,5.95,69.3,3.14,36529.0
2002-01-09 12:00:00,8.16,65.2,6.13,36181.0
2002-01-09 13:00:00,2.06,76.6,8.94,35698.0
2002-01-09 14:00:00,7.47,61.2,2.89,35342.0
2002-01-09 15:00:00,5.62,70.8,2.36,34750.0
2002-01-09 16:00:00,4.54,79.7,2.76,34709.0
2002-01-09 17:00:00,4.99,83.6,2.81,35477.0
2002-01-09 18:00:00,5.72,71.5,3.63,37984.0
2002-01-09 19:00:00,8.01,56.1,6.14,38111.0
2002-01-09 20:00:00,1.44,79.8,5.08,37316.0
2002-01-09 21:00:00,3.8,55.9,8.63,36319.0
2002-01-09 22:00:00,1.48,55.0,0.77,34456.0
2002-01-09 23:00:00,0.91,65.3,18.19,31626.0
2002-01-10 00:00:00,3.48,61.5,8.09,29096.0
2002-01-10 01:00:00,1.68,72.6,1.92,27144.0
2002-01-10 02:00:00,3.28,77.7,4.95,26163.0
2002-01-10 03:00:00,-0.59,76.3,1.56,25752.0
2002-01-10 04:00:00,-1.81,59.0,6.72,25629.0
2002-01-10 05:00:00,-0.23,60.4,3.95,26257.0
2002-01-10 06:00:00,1.58,69.4,4.62,28350.0
2002-01-10 07:00:00,2.24,69.9,3.45,32472.0
2002-01-10 08:00:00,0.05,78.7,3.11,34791.0
2002-01-10 09:00:00,4.02,75.2,4.22,34403.0
2002-01-10 10:00:00,5.4,71.8,4.9,33905.0
2002-01-10 11:00:00,12.09,54.8,2.85,33416.0
2002-01-10 12:00:00,11.32,40.4,0.27,32986.0
2002-01-10 13:00:00,5.13,58.0,1.93,32499.0
2002-01-10 14:00:00,6.94,76.7,4.95,32380.0
2002-01-10 15:00:00,4.14,89.5,2.68,31904.0
2002-01-10 16:00:00,6.18,52.5,3.47,31866.0
2002-01-10 17:00:00,8.05,54.3,1.87,32910.0
2002-01-10 18:00:00,9.64,77.0,7.56,35702.0
2002-01-10 19:00:00,3.97,69.4,1.84,35895.0
2002-01-10 20:00:00,3.2,76.6,6.01,35194.0
2002-01-10 21:00:00,-1.57,63.3,10.1,34259.0
2002-01-10 22:00:00,2.36,69.6,2.75,32431.0
2002-01-10 23:00:00,-0.86,87.5,12.38,29913.0
2002-01-11 00:00:00,-0.28,71.0,12.37,27252.0
2002-01-11 01:00:00,-1.78,73.0,10.95,25364.0
2002-01-11 02:00:00,-0.23,78.4,2.41,24433.0
2002-01-11 03:00:00,-4.52,88.2,1.53,23966.0
2002-01-11 04:00:00,-3.66,79.3,5.9,23928.0
2002-01-11 05:00:00,5.73,71.0,5.4,24559.0
2002-01-11 06:00:00,-2.17,68.3,4.25,26612.0
2002-01-11 07:00:00,-0.87,78.9,9.53,30639.0
2002-01-11 08:00:00,7.43,70.9,3.58,33601.0
2002-01-11 09:00:00,11.14,69.6,3.38,33849.0
2002-01-11 10:00:00,1.98,78.8,6.65,34012.0
2002-01-11 11:00:00,4.95,76.7,4.38,34179.0
2002-01-11 12:00:00,7.56,70.2,3.06,33877.0
2002-01-11 13:00:00,11.66,57.2,1.83,33177.0
2002-01-11 14:00:00,5.27,74.6,8.79,32816.0
2002-01-11 15:00:00,7.26,75.5,2.88,32450.0
2002-01-11 16:00:00,9.68,67.1,3.83,32264.0
2002-01-11 17:00:00,8.42,62.5,7.67,33284.0
2002-01-11 18:00:00,5.76,71.3,3.09,35631.0
2002-01-11 19:00:00,5.54,63.1,5.77,35672.0
2002-01-11 20:00:00,1.47,64.7,1.42,34829.0
2002-01-11 21:00:00,3.28,70.5,9.32,33588.0
2002-01-11 22:00:00,2.17,71.2,9.19,32373.0
2002-01-11 23:00:00,2.45,63.8,9.28,30386.0
2002-01-12 00:00:00,-0.26,77.4,2.7,28222.0
2002-01-12 01:00:00,1.67,74.1,4.1,26248.0
2002-01-12 02:00:00,2.62,62.2,7.1,25198.0
2002-01-12 03:00:00,0.34,76.8,3.79,24791.0
2002-01-12 04:00:00,0.97,68.0,0.61,24665.0
2002-01-12 05:00:00,0.62,81.2,2.51,24887.0
2002-01-12 06:00:00,1.12,62.7,5.36,25701.0
2002-01-12 07:00:00,0.15,71.6,0.43,27096.0
2002-01-12 08:00:00,3.71,69.9,2.24,28437.0
2002-01-12 09:00:00,3.71,69.9,4.76,29891.0
2002-01-12 10:00:00,10.22,79.2,2.47,30623.0
2002-01-12 11:00:00,9.89,71.5,3.96,30641.0
2002-01-12 12:00:00,7.75,68.6,2.41,30059.0
2002-01-12 13:00:00,5.51,68.5,3.29,29210.0
2002-01-12 14:00:00,5.03,76.2,2.32,28395.0
2002-01-12 15:00:00,10.93,53.1,7.59,27712.0
2002-01-12 16:00:00,8.47,72.7,17.65,27446.0
2002-01-12 17:00:00,8.62,62.1,2.26,28518.0
2002-01-12 18:00:00,2.42,61.4,0.76,31548.0
2002-01-12 19:00:00,8.27,67.1,4.88,32283.0
2002-01-12 20:00:00,6.12,64.6,12.31,31762.0
2002-01-12 21:00:00,1.18,78.5,5.76,31097.0
2002-01-12 22:00:00,1.74,69.1,7.17,30135.0
2002-01-12 23:00:00,2.61,77.5,3.82,28640.0
2002-01-13 00:00:00,1.34,75.8,11.69,26803.0
2002-01-13 01:00:00,-0.16,68.6,1.75,25052.0
2002-01-13 02:00:00,-0.09,66.4,7.01,24007.0
2002-01-13 03:00:00,-0.6,78.9,2.67,23441.0
2002-01-13 04:00:00,0.55,75.4,10.22,23129.0
2002-01-13 05:00:00,4.25,66.3,10.04,23244.0
2002-01-13 06:00:00,-5.21,83.0,3.26,23700.0
2002-01-13 07:00:00,1.44,65.8,0.43,24737.0
2002-01-13 08:00:00,3.44,69.7,7.07,25970.0
2002-01-13 09:00:00,4.77,62.0,6.08,27369.0
2002-01-13 10:00:00,4.14,66.7,5.04,28455.0
2002-01-13 11:00:00,1.64,74.0,5.86,28982.0
2002-01-13 12:00:00,7.68,55.4,7.54,29257.0
2002-01-13 13:00:00,11.82,67.5,5.47,29364.0
2002-01-13 14:00:00,4.06,73.2,9.38,29036.0
2002-01-13 15:00:00,10.19,72.5,8.12,28702.0
2002-01-13 16:00:00,7.08,76.7,5.18,28615.0
2002-01-13 17:00:00,7.35,72.2,2.26,29730.0
2002-01-13 18:00:00,4.23,75.0,2.53,32721.0
2002-01-13 19:00:00,5.2,58.5,4.0,33627.0
2002-01-13 20:00:00,8.32,71.1,2.1,33337.0
2002-01-13 21:00:00,5.49,78.5,2.79,32851.0
2002-01-13 22:00:00,7.33,76.6,2.7,31594.0
2002-01-13 23:00:00,4.98,72.3,6.0,29545.0
2002-01-14 00:00:00,2.39,79.6,5.89,27659.0
2002-01-14 01:00:00,5.02,84.4,1.93,26059.0
2002-01-14 02:00:00,1.35,68.3,5.96,25487.0
2002-01-14 03:00:00,2.19,79.8,2.7,25363.0
2002-01-14 04:00:00,-0.49,79.9,7.14,25436.0
2002-01-14 05:00:00,0.82,65.4,5.29,26117.0
2002-01-14 06:00:00,-0.45,76.7,3.07,28402.0
2002-01-14 07:00:00,4.59,74.3,2.66,32754.0
2002-01-14 08:00:00,0.14,67.8,2.05,35194.0
2002-01-14 09:00:00,6.08,59.9,6.57,34939.0
2002-01-14 10:00:00,4.68,74.2,4.04,34515.0
2002-01-14 11:00:00,9.05,66.0,4.85,34062.0
2002-01-14 12:00:00,8.83,61.6,9.11,33461.0
2002-01-14 13:00:00,12.14,50.6,4.07,32880.0
2002-01-14 14:00:00,9.81,66.0,1.96,32531.0
2002-01-14 15:00:00,4.19,65.7,3.27,31982.0
2002-01-14 16:00:00,7.82,56.5,3.75,32184.0
2002-01-14 17:00:00,4.65,72.8,2.5,33544.0
2002-01-14 18:00:00,5.65,71.3,11.94,36206.0
2002-01-14 19:00:00,9.9,56.8,6.28,36504.0
2002-01-14 20:00:00,6.75,59.2,3.32,35782.0
2002-01-14 21:00:00,2.37,62.6,3.64,34665.0
2002-01-14 22:00:00,0.55,75.2,2.01,32740.0
2002-01-14 23:00:00,2.2,76.9,9.48,30005.0
2002-01-15 00:00:00,-1.66,56.5,3.68,27483.0
2002-01-15 01:00:00,-0.93,69.7,5.57,25643.0
2002-01-15 02:00:00,1.12,70.6,9.7,24967.0
2002-01-15 03:00:00,3.1,97.3,3.93,24715.0
2002-01-15 04:00:00,1.87,70.7,6.41,24826.0
2002-01-15 05:00:00,-4.98,71.5,5.8,25630.0
2002-01-15 06:00:00,2.14,79.7,8.76,27870.0
2002-01-15 07:00:00,2.39,60.4,1.45,32057.0
2002-01-15 08:00:00,4.21,56.9,8.73,34375.0
2002-01-15 09:00:00,8.25,71.2,6.04,34143.0
2002-01-15 10:00:00,0.09,76.0,4.84,33509.0
2002-01-15 11:00:00,4.73,61.4,0.43,33178.0
2002-01-15 12:00:00,8.51,69.8,12.85,32828.0
2002-01-15 13:00:00,3.72,66.9,6.91,32421.0
2002-01-15 14:00:00,11.76,55.0,3.66,32278.0
2002-01-15 15:00:00,9.13,75.5,6.62,31970.0
2002-01-15 16:00:00,10.19,59.0,14.24,31927.0
2002-01-15 17:00:00,6.25,69.1,1.6,32905.0
2002-01-15 18:00:00,9.07,76.9,10.71,35730.0
2002-01-15 19:00:00,8.88,72.3,4.08,36282.0
2002-01-15 20:00:00,5.83,61.9,8.27,35694.0
2002-01-15 21:00:00,4.79,79.7,18.0,34953.0
2002-01-15 22:00:00,3.85,66.7,1.07,33278.0
2002-01-15 23:00:00,0.05,65.1,15.55,30709.0
2002-01-16 00:00:00,1.1,71.4,7.79,28211.0
2002-01-16 01:00:00,0.45,65.2,2.34,26530.0
2002-01-16 02:00:00,1.4,63.2,2.46,25750.0
2002-01-16 03:00:00,2.8,63.4,6.31,25472.0
2002-01-16 04:00:00,-2.21,94.5,2.17,25460.0
2002-01-16 05:00:00,0.52,77.8,6.47,26174.0
2002-01-16 06:00:00,5.18,54.8,15.58,28361.0
2002-01-16 07:00:00,0.44,78.8,6.59,32443.0
2002-01-16 08:00:00,1.21,79.2,8.25,34902.0
2002-01-16 09:00:00,4.81,60.3,5.06,34752.0
2002-01-16 10:00:00,7.45,63.1,19.46,34341.0
2002-01-16 11:00:00,6.33,50.2,12.51,34223.0
2002-01-16 12:00:00,10.45,60.8,2.36,33875.0
2002-01-16 13:00:00,9.91,49.3,2.29,33488.0
2002-01-16 14:00:00,10.27,65.4,4.42,33227.0
2002-01-16 15:00:00,9.69,76.7,4.68,32699.0
2002-01-16 16:00:00,13.98,68.1,4.77,32573.0
2002-01-16 17:00:00,7.25,70.4,2.55,33817.0
2002-01-16 18:00:00,2.12,73.4,11.93,36666.0
2002-01-16 19:00:00,10.31,77.5,3.06,37302.0
2002-01-16 20:00:00,4.19,77.7,18.47,36697.0
2002-01-16 21:00:00,4.57,53.8,2.81,35832.0
2002-01-16 22:00:00,6.54,66.3,2.59,34082.0
2002-01-16 23:00:00,-1.71,65.0,8.45,31357.0
2002-01-17 00:00:00,-1.56,82.8,5.4,28849.0
2002-01-17 01:00:00,-3.07,79.2,2.87,26984.0
2002-01-17 02:00:00,-1.45,66.9,2.47,26135.0
2002-01-17 03:00:00,1.49,82.8,2.29,25601.0
2002-01-17 04:00:00,1.84,75.3,6.69,25708.0
2002-01-17 05:00:00,1.62,92.6,8.53,26130.0
2002-01-17 06:00:00,-1.96,67.9,6.32,28123.0
2002-01-17 07:00:00,-3.38,73.3,6.58,32359.0
2002-01-17 08:00:00,3.5,58.5,4.69,34860.0
2002-01-17 09:00:00,3.22,65.5,9.37,34703.0
2002-01-17 10:00:00,6.58,61.8,3.33,34638.0
2002-01-17 11:00:00,8.15,68.7,1.3,34115.0
2002-01-17 12:00:00,7.57,60.8,13.49,33835.0
2002-01-17 13:00:00,9.76,61.7,11.38,33368.0
2002-01-17 14:00:00,8.83,61.0,13.74,33152.0
2002-01-17 15:00:00,9.72,62.5,4.81,32662.0
2002-01-17 16:00:00,6.5,71.5,10.72,32300.0
2002-01-17 17:00:00,7.41,48.4,3.98,33198.0
2002-01-17 18:00:00,7.72,70.9,2.01,35910.0
2002-01-17 19:00:00,8.45,65.6,7.68,36509.0
2002-01-17 20:00:00,4.45,64.2,10.22,36033.0
2002-01-17 21:00:00,5.7,67.0,2.33,35209.0
2002-01-17 22:00:00,2.7,73.2,3.85,33595.0
2002-01-17 23:00:00,2.1,78.2,3.5,31175.0
2002-01-18 00:00:00,3.74,67.0,5.07,28634.0
2002-01-18 01:00:00,-3.95,86.6,1.62,26991.0
2002-01-18 02:00:00,-2.61,87.5,3.64,26036.0
2002-01-18 03:00:00,-3.21,75.6,0.48,25787.0
2002-01-18 04:00:00,-5.2,91.7,2.13,25692.0
2002-01-18 05:00:00,-0.67,61.9,0.19,26353.0
2002-01-18 06:00:00,3.54,61.1,5.72,28479.0
2002-01-18 07:00:00,1.78,78.9,7.15,32477.0
2002-01-18 08:00:00,3.95,83.2,0.83,35145.0
2002-01-18 09:00:00,7.22,58.1,7.41,35117.0
2002-01-18 10:00:00,8.85,72.1,6.7,34911.0
2002-01-18 11:00:00,6.32,79.2,9.41,34741.0
2002-01-18 12:00:00,10.71,58.2,1.34,34277.0
2002-01-18 13:00:00,8.19,57.2,3.85,33600.0
2002-01-18 14:00:00,6.26,68.6,5.18,33269.0
2002-01-18 15:00:00,7.01,60.4,5.1,32774.0
2002-01-18 16:00:00,4.66,50.4,6.84,32506.0
2002-01-18 17:00:00,5.74,74.6,1.97,33203.0
2002-01-18 18:00:00,6.43,67.0,0.87,35883.0
2002-01-18 19:00:00,8.5,61.0,7.45,36530.0
2002-01-18 20:00:00,9.83,70.4,2.54,35805.0
2002-01-18 21:00:00,1.04,70.8,10.46,35076.0
2002-01-18 22:00:00,4.44,77.6,1.39,33741.0
2002-01-18 23:00:00,-0.11,76.7,2.76,32008.0
2002-01-19 00:00:00,2.95,61.3,1.79,30189.0
2002-01-19 01:00:00,0.8,80.0,9.83,28412.0
2002-01-19 02:00:00,-3.85,83.8,3.37,27385.0
2002-01-19 03:00:00,2.92,68.8,6.2,26944.0
2002-01-19 04:00:00,-0.78,86.6,9.18,26832.0
2002-01-19 05:00:00,-0.2,74.7,6.98,26937.0
2002-01-19 06:00:00,-0.91,78.0,4.91,27499.0
2002-01-19 07:00:00,0.96,71.3,7.21,28673.0
2002-01-19 08:00:00,4.63,54.4,2.73,30199.0
2002-01-19 09:00:00,4.12,76.7,6.38,31999.0
2002-01-19 10:00:00,6.45,67.8,8.28,33554.0
2002-01-19 11:00:00,7.5,56.2,3.25,34453.0
2002-01-19 12:00:00,10.72,67.6,0.51,34518.0
2002-01-19 13:00:00,7.2,70.0,3.78,34413.0
2002-01-19 14:00:00,4.77,69.7,12.23,34207.0
2002-01-19 15:00:00,11.26,61.9,5.71,33729.0
2002-01-19 16:00:00,7.63,66.8,9.91,34078.0
2002-01-19 17:00:00,10.85,60.5,8.07,34640.0
2002-01-19 18:00:00,8.38,67.0,1.91,36555.0
2002-01-19 19:00:00,6.27,63.4,2.19,36438.0
2002-01-19 20:00:00,6.5,61.9,2.65,35458.0
2002-01-19 21:00:00,9.47,61.0,5.09,34569.0
2002-01-19 22:00:00,8.75,72.8,5.2,32986.0
2002-01-19 23:00:00,2.77,66.9,0.91,31565.0
2002-01-20 00:00:00,2.27,70.9,3.21,29587.0
2002-01-20 01:00:00,3.93,57.0,9.66,27980.0
2002-01-20 02:00:00,-1.28,75.4,10.53,26895.0
2002-01-20 03:00:00,1.53,77.9,3.69,26380.0
2002-01-20 04:00:00,0.77,75.7,2.73,26223.0
2002-01-20 05:00:00,2.02,65.1,3.45,26245.0
2002-01-20 06:00:00,-0.21,74.4,4.95,26755.0
